nivel;id_inscripcion;genero;municipio;departamento;aprobo;discapacidad;edad;rango;categoria
Asistencial;870.007.516;M;Tunja;Boyaca;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;708.592.596;M;Cali;Valle del Cauca;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;61.596.878;M;Tunja;Boyaca;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;196.724.500;M;Medellin;Antioquia;SI;NO;62;51 EN ADELANTE;ADULTO MAYOR
Asistencial;115.200.993;M;Tunja;Boyaca;NO;NO;48;41 A 50;ADULTO
Asistencial;202.408.930;M;Bucaramanga;Santander;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;880.989.506;M;Cali;Valle del Cauca;NO;NO;50;41 A 50;ADULTO
Asistencial;620.025.701;M;Neiva;Huila;SI;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;164.006.605;M;Cali;Valle del Cauca;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;953.473.225;M;Pereira;Risaralda;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;149.235.403;M;Bucaramanga;Santander;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;504.339.627;M;Bogota;Bogota;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;972.288.221;M;Villavicencio;Meta;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;120.596.096;M;Bogota;Bogota;SI;NO;50;41 A 50;ADULTO
Asistencial;30.607.651;M;Cucuta;Norte de Santander;NO;NO;49;41 A 50;ADULTO
Asistencial;948.710.019;M;Tunja;Boyaca;NO;NO;46;41 A 50;ADULTO
Asistencial;716.843.279;M;Medellin;Antioquia;SI;NO;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;450.111.517;M;Barranquilla;Atlantico;SI;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;74.675.216;M;Bogota;Bogota;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;116.201.741;M;Neiva;Huila;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;283.307.902;M;Bogota;Bogota;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;725.299.923;M;Bogota;Bogota;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;53.547.446;M;Medellin;Antioquia;SI;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;747.224.774;M;Cucuta;Norte de Santander;NO;NO;48;41 A 50;ADULTO
Asistencial;72.254.806;M;Tunja;Boyaca;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;531.888.124;M;Tunja;Boyaca;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;523.441.322;M;Cucuta;Norte de Santander;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;907.177.970;M;Pereira;Risaralda;SI;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;628.045.003;M;Pereira;Risaralda;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;482.668.087;M;Bucaramanga;Santander;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;507.633.928;M;Pereira;Risaralda;NO;NO;50;41 A 50;ADULTO
Profesional;62.954.130;F;Pereira;Risaralda;NO;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;413.869.205;M;Barranquilla;Atlantico;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;176.914.531;M;Neiva;Huila;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;543.358.192;M;Barranquilla;Atlantico;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;870.469.021;M;Bogota;Bogota;NO;NO;62;51 EN ADELANTE;ADULTO MAYOR
Asistencial;184.717.515;M;Pereira;Risaralda;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Asistencial;237.309.997;M;Bogota;Bogota;SI;NO;47;41 A 50;ADULTO
Asistencial;190.376.482;M;Pereira;Risaralda;SI;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;341.210.005;M;Neiva;Huila;NO;NO;48;41 A 50;ADULTO
Asistencial;247.923.195;M;Pasto;Narino;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;966.046.250;M;Neiva;Huila;SI;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;487.675.034;M;Bogota;Bogota;SI;NO;45;41 A 50;ADULTO
Asistencial;140.450.987;M;Neiva;Huila;NO;NO;50;41 A 50;ADULTO
Asistencial;227.140.096;M;Neiva;Huila;SI;NO;46;41 A 50;ADULTO
Asistencial;925.326.551;M;Bogota;Bogota;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;694.918.467;M;Neiva;Huila;SI;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;482.405.828;M;Cucuta;Norte de Santander;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;324.753.271;M;Neiva;Huila;NO;SI;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;161.747.081;M;Monteria;Cordoba;NO;NO;47;41 A 50;ADULTO
Asistencial;610.240.680;M;Bogota;Bogota;NO;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;641.964.488;M;Pasto;Narino;SI;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;409.633.874;M;Villavicencio;Meta;SI;NO;46;41 A 50;ADULTO
Asistencial;50.346.696;M;Pereira;Risaralda;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;421.353.999;M;Bogota;Bogota;SI;NO;45;41 A 50;ADULTO
Asistencial;471.069.955;M;Medellin;Antioquia;NO;NO;47;41 A 50;ADULTO
Asistencial;582.154.993;M;Bogota;Bogota;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;899.451.961;M;Pereira;Risaralda;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;307.789.514;M;Bucaramanga;Santander;NO;NO;48;41 A 50;ADULTO
Asistencial;167.084.270;M;Cucuta;Norte de Santander;NO;NO;50;41 A 50;ADULTO
Asistencial;50.416.343;M;Pasto;Narino;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;685.034.527;M;Villavicencio;Meta;NO;NO;49;41 A 50;ADULTO
Asistencial;825.375.385;M;Medellin;Antioquia;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;150.628.124;M;Pasto;Narino;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;254.157.460;M;Pereira;Risaralda;SI;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;662.773.282;M;Bogota;Bogota;NO;NO;46;41 A 50;ADULTO
Asistencial;874.887.112;M;Bucaramanga;Santander;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;876.955.721;M;Pasto;Narino;SI;NO;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;61.616.063;M;Neiva;Huila;NO;NO;62;51 EN ADELANTE;ADULTO MAYOR
Asistencial;586.977.651;M;Neiva;Huila;SI;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;396.230.057;M;Neiva;Huila;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;596.521.649;M;Pereira;Risaralda;NO;NO;45;41 A 50;ADULTO
Asistencial;674.981.208;M;Pereira;Risaralda;SI;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;631.116.918;M;Pereira;Risaralda;SI;NO;45;41 A 50;ADULTO
Asistencial;774.565.825;M;Cucuta;Norte de Santander;NO;NO;50;41 A 50;ADULTO
Asistencial;825.155.600;M;Neiva;Huila;NO;NO;46;41 A 50;ADULTO
Asistencial;419.143.311;M;Bogota;Bogota;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;672.652.427;M;Bogota;Bogota;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;263.508.808;M;Pereira;Risaralda;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;294.308.995;M;Tunja;Boyaca;NO;NO;49;41 A 50;ADULTO
Asistencial;353.030.329;M;Pasto;Narino;SI;NO;49;41 A 50;ADULTO
Asistencial;759.261.881;M;Barranquilla;Atlantico;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;259.124.751;M;Tunja;Boyaca;SI;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;980.386.826;M;Monteria;Cordoba;NO;NO;62;51 EN ADELANTE;ADULTO MAYOR
Asistencial;380.802.617;M;Villavicencio;Meta;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;302.923.194;M;Tunja;Boyaca;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Asistencial;468.906.774;M;Bogota;Bogota;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;132.656.724;M;Medellin;Antioquia;NO;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;705.164.242;M;Tunja;Boyaca;SI;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;101.746.825;M;Tunja;Boyaca;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;571.583.578;M;Medellin;Antioquia;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Asistencial;941.460.309;M;Bogota;Bogota;NO;NO;45;41 A 50;ADULTO
Asistencial;90.130.549;M;Medellin;Antioquia;NO;NO;47;41 A 50;ADULTO
Asistencial;995.803.835;M;Cali;Valle del Cauca;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;601.071.630;M;Villavicencio;Meta;SI;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;601.436.482;M;Tunja;Boyaca;SI;NO;49;41 A 50;ADULTO
Asistencial;209.207.718;M;Bucaramanga;Santander;SI;NO;50;41 A 50;ADULTO
Asistencial;400.725.696;M;Villavicencio;Meta;SI;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;388.864.353;M;Cucuta;Norte de Santander;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;14.295.721;M;Bogota;Bogota;NO;NO;46;41 A 50;ADULTO
Asistencial;269.576.220;M;Bogota;Bogota;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;826.631.029;M;Bogota;Bogota;SI;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;921.660.096;M;Neiva;Huila;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;75.599.400;M;Bogota;Bogota;SI;NO;46;41 A 50;ADULTO
Asistencial;698.854.050;M;Neiva;Huila;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;671.657.877;M;Monteria;Cordoba;NO;NO;46;41 A 50;ADULTO
Asistencial;179.424.651;M;Bogota;Bogota;NO;NO;49;41 A 50;ADULTO
Asistencial;37.562.146;M;Bogota;Bogota;NO;NO;50;41 A 50;ADULTO
Asistencial;295.794.991;M;Neiva;Huila;SI;NO;47;41 A 50;ADULTO
Asistencial;834.808.311;M;Tunja;Boyaca;SI;NO;46;41 A 50;ADULTO
Asistencial;805.082.506;M;Tunja;Boyaca;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;13.770.264;M;Villavicencio;Meta;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;487.820.246;M;Tunja;Boyaca;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Asistencial;375.601.606;M;Bogota;Bogota;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Asistencial;921.142.056;M;Medellin;Antioquia;NO;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;30.854.097;M;Villavicencio;Meta;NO;NO;46;41 A 50;ADULTO
Asistencial;606.750.910;M;Neiva;Huila;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;105.763.316;M;Bogota;Bogota;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;973.852.871;M;Monteria;Cordoba;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;46.783.355;M;Villavicencio;Meta;NO;NO;46;41 A 50;ADULTO
Asistencial;110.261.676;M;Bogota;Bogota;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;884.418.990;M;Tunja;Boyaca;SI;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;225.976.292;M;Bogota;Bogota;NO;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;893.768.420;M;Tunja;Boyaca;SI;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;238.562.803;M;Monteria;Cordoba;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;304.921.462;M;Pereira;Risaralda;SI;NO;49;41 A 50;ADULTO
Asistencial;631.024.426;M;Bogota;Bogota;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;39.132.615;M;Bogota;Bogota;NO;NO;47;41 A 50;ADULTO
Asistencial;492.717.068;M;Monteria;Cordoba;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;203.413.695;M;Pereira;Risaralda;SI;NO;50;41 A 50;ADULTO
Asistencial;28.194.275;M;Bogota;Bogota;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Asistencial;12.174.246;M;Villavicencio;Meta;SI;NO;58;51 EN ADELANTE;ADULTO MAYOR
Profesional;844.086.863;M;Cali;Valle del Cauca;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;990.209.970;M;Cali;Valle del Cauca;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;478.956.031;M;Bogota;Bogota;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;570.239.868;M;Neiva;Huila;SI;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;749.546.488;M;Cucuta;Norte de Santander;NO;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;35.021.643;M;Barranquilla;Atlantico;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;43.129.324;M;Neiva;Huila;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;239.623.179;M;Pereira;Risaralda;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;21.300.657;M;Pereira;Risaralda;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;222.914.723;M;Cali;Valle del Cauca;SI;NO;49;41 A 50;ADULTO
Asistencial;512.695.954;M;Neiva;Huila;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Profesional;778.552.431;M;Pereira;Risaralda;SI;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;66.012.533;M;Villavicencio;Meta;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;528.640.399;M;Pereira;Risaralda;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;99.861.350;M;Villavicencio;Meta;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;837.126.183;M;Pasto;Narino;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;840.686.745;M;Neiva;Huila;NO;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;927.326.620;M;Bogota;Bogota;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;904.103.857;M;Pasto;Narino;NO;NO;46;41 A 50;ADULTO
Asistencial;288.753.314;M;Bogota;Bogota;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Asistencial;394.772.441;M;Medellin;Antioquia;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Asistencial;313.108.413;M;Tunja;Boyaca;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;696.635.646;M;Neiva;Huila;SI;NO;46;41 A 50;ADULTO
Asistencial;59.922.214;M;Bucaramanga;Santander;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;890.204.315;M;Bogota;Bogota;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;164.093.523;M;Bogota;Bogota;NO;NO;48;41 A 50;ADULTO
Profesional;142.525.868;M;Bogota;Bogota;NO;NO;45;41 A 50;ADULTO
Asistencial;194.078.021;M;Villavicencio;Meta;NO;NO;48;41 A 50;ADULTO
Asistencial;790.431.088;M;Pereira;Risaralda;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;211.699.177;M;Neiva;Huila;SI;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;620.351.777;M;Villavicencio;Meta;NO;NO;46;41 A 50;ADULTO
Asistencial;565.538.378;M;Bogota;Bogota;SI;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;901.168.269;M;Cali;Valle del Cauca;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;361.173.287;M;Cali;Valle del Cauca;NO;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;781.429.894;M;Pereira;Risaralda;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;270.880.095;M;Tunja;Boyaca;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;982.349.683;M;Barranquilla;Atlantico;SI;NO;48;41 A 50;ADULTO
Asistencial;216.970.045;M;Barranquilla;Atlantico;SI;NO;49;41 A 50;ADULTO
Asistencial;343.559.364;M;Neiva;Huila;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;465.606.349;M;Neiva;Huila;SI;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;361.700.039;M;Bogota;Bogota;NO;NO;62;51 EN ADELANTE;ADULTO MAYOR
Asistencial;976.442.845;M;Monteria;Cordoba;SI;NO;49;41 A 50;ADULTO
Asistencial;606.248.741;M;Bogota;Bogota;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;141.530.187;M;Neiva;Huila;NO;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;790.130.856;M;Bogota;Bogota;SI;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;907.840.217;M;Bogota;Bogota;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;501.135.582;M;Bogota;Bogota;NO;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;639.903.882;M;Neiva;Huila;NO;NO;62;51 EN ADELANTE;ADULTO MAYOR
Asistencial;378.336.189;M;Villavicencio;Meta;SI;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;576.769.377;M;Bogota;Bogota;NO;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;375.620.913;M;Tunja;Boyaca;SI;NO;49;41 A 50;ADULTO
Asistencial;402.156.696;M;Bucaramanga;Santander;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;820.291.163;M;Neiva;Huila;NO;NO;62;51 EN ADELANTE;ADULTO MAYOR
Asistencial;502.393.118;M;Neiva;Huila;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;254.954.551;M;Neiva;Huila;SI;NO;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;352.298.256;M;Bogota;Bogota;NO;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;515.959.140;M;Bogota;Bogota;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;521.300.155;M;Tunja;Boyaca;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;523.518.532;M;Neiva;Huila;NO;NO;62;51 EN ADELANTE;ADULTO MAYOR
Asistencial;717.437.292;M;Pasto;Narino;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;529.002.566;M;Pereira;Risaralda;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;986.886.845;M;Pereira;Risaralda;SI;NO;62;51 EN ADELANTE;ADULTO MAYOR
Asistencial;52.706.702;M;Bogota;Bogota;SI;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;395.587.973;M;Barranquilla;Atlantico;NO;NO;46;41 A 50;ADULTO
Asistencial;174.790.113;M;Neiva;Huila;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;32.196.395;M;Villavicencio;Meta;NO;NO;47;41 A 50;ADULTO
Asistencial;965.076.871;M;Neiva;Huila;NO;NO;47;41 A 50;ADULTO
Asistencial;395.370.499;M;Pereira;Risaralda;SI;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;681.729.519;M;Bogota;Bogota;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;303.767.667;M;Tunja;Boyaca;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;790.645.537;M;Tunja;Boyaca;SI;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;790.742.524;M;Cali;Valle del Cauca;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;306.058.885;M;Villavicencio;Meta;SI;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;136.288.659;M;Neiva;Huila;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;318.915.877;M;Tunja;Boyaca;SI;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;146.346.435;M;Pasto;Narino;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;115.824.185;F;Bogota;Bogota;NO;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;5.928.783;M;Villavicencio;Meta;NO;NO;47;41 A 50;ADULTO
Asistencial;840.713.473;M;Bogota;Bogota;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;924.132.452;M;Cucuta;Norte de Santander;NO;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;401.196.402;M;Villavicencio;Meta;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;419.394.302;M;Bogota;Bogota;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;709.391.971;M;Neiva;Huila;NO;NO;46;41 A 50;ADULTO
Asistencial;808.209.737;M;Neiva;Huila;NO;NO;46;41 A 50;ADULTO
Asistencial;67.976.459;M;Bogota;Bogota;SI;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;750.558.867;M;Medellin;Antioquia;NO;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;906.987.224;M;Pereira;Risaralda;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;389.793.179;M;Bogota;Bogota;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;714.511.590;M;Pereira;Risaralda;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Asistencial;741.143.583;M;Medellin;Antioquia;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;72.462.536;M;Neiva;Huila;NO;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;433.666.465;M;Tunja;Boyaca;SI;NO;50;41 A 50;ADULTO
Asistencial;905.999.278;M;Bogota;Bogota;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;745.301.413;M;Bogota;Bogota;NO;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;315.178.992;M;Tunja;Boyaca;NO;NO;62;51 EN ADELANTE;ADULTO MAYOR
Asistencial;238.797.941;M;Cucuta;Norte de Santander;SI;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;888.065.549;M;Pereira;Risaralda;NO;NO;46;41 A 50;ADULTO
Asistencial;235.391.693;M;Neiva;Huila;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Asistencial;545.776.597;M;Cali;Valle del Cauca;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;616.276.954;M;Villavicencio;Meta;NO;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;845.258.918;M;Pereira;Risaralda;SI;NO;47;41 A 50;ADULTO
Asistencial;461.835.377;M;Cucuta;Norte de Santander;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;89.862.920;M;Cucuta;Norte de Santander;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Asistencial;66.453.020;M;Bogota;Bogota;NO;NO;49;41 A 50;ADULTO
Asistencial;902.811.747;M;Bogota;Bogota;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;523.405.276;M;Bucaramanga;Santander;NO;NO;50;41 A 50;ADULTO
Asistencial;714.672.088;M;Bogota;Bogota;SI;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;978.135.154;M;Neiva;Huila;SI;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;335.060.615;M;Neiva;Huila;SI;NO;47;41 A 50;ADULTO
Asistencial;888.652.211;M;Bogota;Bogota;SI;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;158.275.143;M;Villavicencio;Meta;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;127.463.887;M;Pasto;Narino;SI;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;411.993.362;M;Bogota;Bogota;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;516.474.114;M;Tunja;Boyaca;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;857.715.092;M;Medellin;Antioquia;SI;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;544.000.553;M;Tunja;Boyaca;SI;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;122.006.424;M;Monteria;Cordoba;SI;NO;49;41 A 50;ADULTO
Asistencial;151.258.987;M;Neiva;Huila;NO;NO;62;51 EN ADELANTE;ADULTO MAYOR
Asistencial;882.216.765;M;Bogota;Bogota;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;910.665.459;M;Bogota;Bogota;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Profesional;96.181.311;F;Bogota;Bogota;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;67.771.400;M;Bogota;Bogota;NO;NO;49;41 A 50;ADULTO
Asistencial;538.709.187;F;Villavicencio;Meta;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;987.071.270;M;Tunja;Boyaca;NO;NO;50;41 A 50;ADULTO
Asistencial;784.346.075;M;Cali;Valle del Cauca;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;698.456.800;M;Bucaramanga;Santander;NO;NO;46;41 A 50;ADULTO
Asistencial;162.009.245;M;Bucaramanga;Santander;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;87.822.344;M;Tunja;Boyaca;SI;NO;62;51 EN ADELANTE;ADULTO MAYOR
Asistencial;267.159.043;M;Cali;Valle del Cauca;SI;NO;50;41 A 50;ADULTO
Asistencial;902.891.055;M;Medellin;Antioquia;SI;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;142.981.779;M;Pasto;Narino;NO;NO;47;41 A 50;ADULTO
Asistencial;780.461.558;M;Cali;Valle del Cauca;SI;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;197.171.203;M;Pasto;Narino;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;479.275.385;M;Medellin;Antioquia;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;17.843.032;M;Cali;Valle del Cauca;NO;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;846.828.585;M;Neiva;Huila;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
